"listid","sellerid","eventid","dateid","numtickets","priceperticket","totalprice","listtime"
64072,29169,6131,1861,12,123,1476,"2008-02-04T02:14:23.000"
35822,36433,7912,1861,9,326,2934,"2008-02-04T11:37:26.000"
68171,34362,5544,1861,10,398,3980,"2008-02-04T06:53:25.000"
37319,9990,1255,1861,10,195,1950,"2008-02-04T02:01:54.000"
71674,10277,4194,1861,3,482,1446,"2008-02-04T11:11:42.000"
39878,37655,2638,1861,9,268,2412,"2008-02-04T07:16:49.000"
72349,43095,1309,1861,6,418,2508,"2008-02-04T05:55:46.000"
40409,6077,433,1861,16,73,1168,"2008-02-04T09:52:32.000"
74947,33737,3122,1861,22,197,4334,"2008-02-04T12:15:03.000"
42932,9214,597,1861,2,182,364,"2008-02-04T10:02:38.000"
75860,36001,170,1861,20,464,9280,"2008-02-04T05:37:21.000"
45536,17218,8037,1861,5,255,1275,"2008-02-04T05:36:49.000"
79223,1529,6733,1861,4,237,948,"2008-02-04T05:12:10.000"
54876,47594,8130,1861,14,137,1918,"2008-02-04T06:36:25.000"
85542,15003,3313,1861,24,385,9240,"2008-02-04T11:38:04.000"
55402,15206,203,1861,4,234,936,"2008-02-04T01:55:15.000"
86194,38394,2121,1861,3,142,426,"2008-02-04T01:48:52.000"
56486,20171,200,1861,18,153,2754,"2008-02-04T06:51:52.000"
88323,44956,279,1861,24,227,5448,"2008-02-04T08:01:08.000"
62972,19586,977,1861,9,206,1854,"2008-02-04T05:46:26.000"
90521,629,3930,1861,4,246,984,"2008-02-04T12:47:04.000"
63767,40916,6163,1861,3,203,609,"2008-02-04T07:06:34.000"
96431,3010,7758,1861,5,250,1250,"2008-02-04T01:10:22.000"
66813,44221,5362,1861,20,385,7700,"2008-02-04T07:52:13.000"
101916,49268,5126,1861,18,487,8766,"2008-02-04T07:36:25.000"
67709,41626,8656,1861,14,101,1414,"2008-02-04T04:11:52.000"
105271,32034,4763,1861,22,161,3542,"2008-02-04T09:04:03.000"
68532,34346,5309,1861,10,355,3550,"2008-02-04T05:22:16.000"
108778,36107,4869,1861,10,470,4700,"2008-02-04T11:57:04.000"
69963,39080,4089,1861,5,420,2100,"2008-02-04T06:10:12.000"
110089,45247,2177,1861,22,379,8338,"2008-02-04T07:54:32.000"
70384,23284,8320,1861,14,134,1876,"2008-02-04T05:43:54.000"
111266,43080,4088,1861,9,93,837,"2008-02-04T12:02:43.000"
71521,10072,7229,1861,14,31,434,"2008-02-04T06:45:18.000"
111376,28894,6334,1861,5,134,670,"2008-02-04T06:43:05.000"
72063,8247,4599,1861,24,373,8952,"2008-02-04T11:51:55.000"
112056,22944,2037,1861,24,249,5976,"2008-02-04T06:02:21.000"
73365,104,627,1861,9,239,2151,"2008-02-04T03:15:06.000"
112419,45459,8349,1861,18,240,4320,"2008-02-04T09:15:23.000"
77771,27413,8052,1861,20,492,9840,"2008-02-04T04:16:59.000"
113634,11073,2776,1861,24,395,9480,"2008-02-04T06:39:29.000"
81903,36339,5647,1861,3,116,348,"2008-02-04T01:28:08.000"
118068,45751,1608,1861,16,435,6960,"2008-02-04T11:58:43.000"
82112,17393,6158,1861,1,298,298,"2008-02-04T03:05:36.000"
123011,5634,3431,1861,6,272,1632,"2008-02-04T05:29:20.000"
87440,7549,1937,1861,24,356,8544,"2008-02-04T04:23:13.000"
124343,10916,1850,1861,3,471,1413,"2008-02-04T08:29:27.000"
87738,38006,2720,1861,18,36,648,"2008-02-04T09:56:04.000"
124812,13572,5253,1861,22,132,2904,"2008-02-04T07:17:43.000"
88237,13922,6364,1861,8,21,168,"2008-02-04T10:18:04.000"
125842,37101,2241,1861,22,478,10516,"2008-02-04T08:27:59.000"
92536,32695,3294,1861,9,434,3906,"2008-02-04T04:04:30.000"
129154,20208,3279,1861,3,255,765,"2008-02-04T02:16:04.000"
94192,5672,6456,1861,2,239,478,"2008-02-04T10:04:43.000"
129493,2446,1906,1861,9,368,3312,"2008-02-04T05:43:44.000"
97638,31249,6809,1861,16,104,1664,"2008-02-04T11:24:23.000"
129924,34662,6086,1861,5,443,2215,"2008-02-04T05:28:30.000"
99922,4225,1942,1861,5,57,285,"2008-02-04T09:40:08.000"
130732,954,6028,1861,22,108,2376,"2008-02-04T07:59:15.000"
100890,16094,7207,1861,4,219,876,"2008-02-04T06:53:45.000"
133696,45276,977,1861,5,64,320,"2008-02-04T11:52:55.000"
102870,42588,5469,1861,14,290,4060,"2008-02-04T11:24:59.000"
134786,32600,1278,1861,7,439,3073,"2008-02-04T10:00:56.000"
105785,19935,6387,1861,5,181,905,"2008-02-04T01:59:05.000"
134873,12439,3161,1861,12,104,1248,"2008-02-04T10:49:57.000"
109726,28595,4646,1861,20,252,5040,"2008-02-04T03:10:48.000"
134940,36037,5798,1861,4,481,1924,"2008-02-04T08:28:35.000"
113152,42274,6657,1861,2,105,210,"2008-02-04T05:27:02.000"
139601,49433,4832,1861,9,215,1935,"2008-02-04T02:50:49.000"
113981,31416,3726,1861,6,86,516,"2008-02-04T01:44:09.000"
141080,42677,4303,1861,5,470,2350,"2008-02-04T02:26:37.000"
117079,1004,6424,1861,2,246,492,"2008-02-04T01:37:58.000"
145631,39239,8229,1861,1,75,75,"2008-02-04T05:29:42.000"
117507,27571,7451,1861,22,442,9724,"2008-02-04T08:13:53.000"
145960,48068,4554,1861,20,482,9640,"2008-02-04T05:14:24.000"
118401,28311,6655,1861,14,82,1148,"2008-02-04T07:49:56.000"
147132,32632,8650,1861,1,449,449,"2008-02-04T10:42:16.000"
118414,28552,1752,1861,20,192,3840,"2008-02-04T05:01:31.000"
158875,24214,5812,1861,16,303,4848,"2008-02-04T11:24:06.000"
118972,25563,4948,1861,18,114,2052,"2008-02-04T07:52:31.000"
160052,43124,6387,1861,10,228,2280,"2008-02-04T05:59:27.000"
119421,24694,7735,1861,5,261,1305,"2008-02-04T11:56:52.000"
160561,4557,3659,1861,20,176,3520,"2008-02-04T06:36:52.000"
119662,7805,5810,1861,24,379,9096,"2008-02-04T06:47:42.000"
164355,6868,1663,1861,5,252,1260,"2008-02-04T01:37:58.000"
120253,12992,6931,1861,22,287,6314,"2008-02-04T01:38:32.000"
168121,17372,3840,1861,5,412,2060,"2008-02-04T01:06:12.000"
121048,28023,1189,1861,9,357,3213,"2008-02-04T08:15:51.000"
169136,26588,7612,1861,5,173,865,"2008-02-04T12:04:03.000"
125956,5656,834,1861,16,252,4032,"2008-02-04T01:58:21.000"
173763,24714,4020,1861,12,430,5160,"2008-02-04T05:04:40.000"
129230,38375,6119,1861,1,252,252,"2008-02-04T07:34:22.000"
174712,32396,2966,1861,12,242,2904,"2008-02-04T09:36:18.000"
129927,7248,5303,1861,24,377,9048,"2008-02-04T08:06:54.000"
176254,14314,2530,1861,9,257,2313,"2008-02-04T07:16:46.000"
131583,13566,1984,1861,18,236,4248,"2008-02-04T02:54:37.000"
176876,28316,8039,1861,22,408,8976,"2008-02-04T05:38:36.000"
132334,33458,3033,1861,24,200,4800,"2008-02-04T01:04:23.000"
177157,122,3659,1861,14,268,3752,"2008-02-04T10:35:30.000"
135671,18972,1259,1861,7,427,2989,"2008-02-04T09:14:15.000"
205375,31933,6763,1861,7,1311,9177,"2008-02-04T11:34:10.000"
135957,10366,6119,1861,18,177,3186,"2008-02-04T02:32:09.000"
205411,5407,6405,1861,5,474,2370,"2008-02-04T05:24:30.000"
137987,36440,7796,1861,6,433,2598,"2008-02-04T07:01:17.000"
205744,24595,5979,1861,6,2363,14178,"2008-02-04T05:40:20.000"
138010,5215,1434,1861,22,301,6622,"2008-02-04T09:58:25.000"
208693,41762,2614,1861,8,606,4848,"2008-02-04T02:20:08.000"
138390,18231,8536,1861,14,94,1316,"2008-02-04T10:47:04.000"
210852,14333,8072,1861,8,1506,12048,"2008-02-04T11:48:09.000"
145228,31899,5793,1861,1,271,271,"2008-02-04T09:15:13.000"
212848,16714,8459,1861,1,1422,1422,"2008-02-04T04:36:40.000"
147176,29659,5414,1861,7,168,1176,"2008-02-04T06:30:48.000"
214942,24982,2519,1861,3,531,1593,"2008-02-04T03:09:44.000"
149023,16194,1644,1861,10,374,3740,"2008-02-04T07:48:30.000"
215608,35931,730,1861,8,1584,12672,"2008-02-04T10:12:49.000"
157484,27203,6763,1861,2,373,746,"2008-02-04T06:18:51.000"
217314,40247,6419,1861,3,874,2622,"2008-02-04T03:40:49.000"
157686,25125,3368,1861,2,108,216,"2008-02-04T02:57:26.000"
220419,18831,2147,1861,8,1500,12000,"2008-02-04T10:25:56.000"
157729,34067,633,1861,9,378,3402,"2008-02-04T09:29:46.000"
224066,22402,6337,1861,4,1267,5068,"2008-02-04T09:21:55.000"
157895,84,4305,1861,22,232,5104,"2008-02-04T10:28:12.000"
226003,36688,5979,1861,3,1999,5997,"2008-02-04T12:50:47.000"
158590,2339,6889,1861,20,157,3140,"2008-02-04T12:40:49.000"
230511,45056,4536,1861,5,1097,5485,"2008-02-04T10:08:46.000"
159865,471,1850,1861,8,444,3552,"2008-02-04T11:07:59.000"
1809,16403,287,1861,1,74,74,"2008-02-04T12:55:32.000"
162861,24680,3947,1861,2,483,966,"2008-02-04T09:56:40.000"
2579,28947,1338,1861,8,245,1960,"2008-02-04T01:54:04.000"
166091,7306,5118,1861,3,179,537,"2008-02-04T06:57:40.000"
4140,38169,5985,1861,7,220,1540,"2008-02-04T02:29:39.000"
166209,24853,265,1861,6,140,840,"2008-02-04T07:28:11.000"
19802,20361,7593,1861,26,70,1820,"2008-02-04T04:05:12.000"
166280,4486,5193,1861,8,403,3224,"2008-02-04T11:08:47.000"
21927,42473,5465,1861,1,222,222,"2008-02-04T11:11:52.000"
174221,41127,5022,1861,7,451,3157,"2008-02-04T01:08:47.000"
22359,1712,4763,1861,14,243,3402,"2008-02-04T02:50:41.000"
174873,17214,4766,1861,3,115,345,"2008-02-04T12:44:03.000"
23657,30984,8668,1861,5,115,575,"2008-02-04T08:05:13.000"
177363,34030,4969,1861,12,327,3924,"2008-02-04T08:03:31.000"
24580,715,1421,1861,10,240,2400,"2008-02-04T09:05:17.000"
177406,41950,3574,1861,16,54,864,"2008-02-04T08:43:30.000"
25648,9982,2665,1861,8,91,728,"2008-02-04T07:34:41.000"
177554,46454,707,1861,2,365,730,"2008-02-04T08:28:16.000"
30217,25847,4018,1861,8,130,1040,"2008-02-04T05:19:24.000"
179095,49554,3925,1861,3,105,315,"2008-02-04T08:33:30.000"
30372,5307,2273,1861,6,183,1098,"2008-02-04T04:00:21.000"
181015,8085,5218,1861,22,190,4180,"2008-02-04T09:38:01.000"
31056,4945,2092,1861,12,254,3048,"2008-02-04T04:08:56.000"
207250,23755,6212,1861,6,2093,12558,"2008-02-04T02:03:47.000"
34907,7700,7231,1861,5,46,230,"2008-02-04T10:20:34.000"
211635,20927,4401,1861,7,2332,16324,"2008-02-04T04:29:55.000"
39802,49749,605,1861,2,284,568,"2008-02-04T09:57:22.000"
216335,45731,3340,1861,4,2110,8440,"2008-02-04T05:57:47.000"
41761,17970,3879,1861,18,162,2916,"2008-02-04T08:58:17.000"
216487,28160,1425,1861,2,2464,4928,"2008-02-04T04:49:58.000"
41979,24133,5453,1861,6,220,1320,"2008-02-04T10:45:06.000"
220564,31553,1255,1861,3,2380,7140,"2008-02-04T04:45:55.000"
44429,22690,115,1861,1,24,24,"2008-02-04T01:33:29.000"
222296,30589,563,1861,1,569,569,"2008-02-04T08:28:01.000"
49798,49388,955,1861,20,325,6500,"2008-02-04T08:00:42.000"
222620,19773,151,1861,7,1978,13846,"2008-02-04T10:55:03.000"
56700,30830,7984,1861,20,164,3280,"2008-02-04T06:04:00.000"
222628,12586,6448,1861,1,418,418,"2008-02-04T07:15:41.000"
57801,32209,3062,1861,2,50,100,"2008-02-04T07:49:26.000"
224461,36725,1018,1861,8,462,3696,"2008-02-04T05:57:38.000"
58737,45999,2564,1861,24,303,7272,"2008-02-04T04:21:53.000"
224949,9175,767,1861,6,1174,7044,"2008-02-04T12:25:21.000"
59173,26838,8130,1861,8,249,1992,"2008-02-04T08:07:49.000"
232698,39881,5501,1861,7,1584,11088,"2008-02-04T09:57:42.000"
60106,46735,2871,1861,4,412,1648,"2008-02-04T06:24:26.000"
61264,17315,509,1861,22,26,572,"2008-02-04T02:41:53.000"
62915,32344,184,1861,12,338,4056,"2008-02-04T02:56:59.000"
62934,1390,5078,1861,9,438,3942,"2008-02-04T01:12:09.000"
64376,6723,1087,1861,16,426,6816,"2008-02-04T07:31:17.000"
65971,5141,7586,1861,20,150,3000,"2008-02-04T01:53:30.000"
66963,29314,7196,1861,5,300,1500,"2008-02-04T10:14:23.000"
67249,18503,1258,1861,8,256,2048,"2008-02-04T12:13:45.000"
72097,43033,195,1861,12,123,1476,"2008-02-04T07:23:10.000"
72854,26960,5090,1861,24,348,8352,"2008-02-04T03:03:19.000"
74114,34482,460,1861,9,49,441,"2008-02-04T03:57:41.000"
74915,32201,6386,1861,4,488,1952,"2008-02-04T11:42:09.000"
79733,42719,8253,1861,8,382,3056,"2008-02-04T07:59:54.000"
80879,8741,1937,1861,22,447,9834,"2008-02-04T02:00:20.000"
81211,49731,7669,1861,20,489,9780,"2008-02-04T01:49:10.000"
82855,40191,7476,1861,24,226,5424,"2008-02-04T06:37:38.000"
82879,16486,5459,1861,24,226,5424,"2008-02-04T08:19:29.000"
85276,6769,2006,1861,8,414,3312,"2008-02-04T04:03:50.000"
86426,28596,6158,1861,3,332,996,"2008-02-04T05:22:29.000"
88596,750,8612,1861,20,323,6460,"2008-02-04T08:28:01.000"
88983,25840,3993,1861,20,245,4900,"2008-02-04T10:57:10.000"
91980,9609,5220,1861,4,466,1864,"2008-02-04T06:10:12.000"
92531,28456,1644,1861,5,188,940,"2008-02-04T06:47:29.000"
99929,5779,4646,1861,14,207,2898,"2008-02-04T10:42:31.000"
101172,46144,7420,1861,10,316,3160,"2008-02-04T11:30:17.000"
101263,2942,4085,1861,2,294,588,"2008-02-04T02:23:57.000"
102265,41669,7623,1861,20,384,7680,"2008-02-04T02:49:11.000"
103927,25577,4836,1861,6,79,474,"2008-02-04T04:52:40.000"
104120,31219,1219,1861,22,275,6050,"2008-02-04T09:58:20.000"
107230,16212,2089,1861,18,406,7308,"2008-02-04T05:15:01.000"
112271,15169,754,1861,18,436,7848,"2008-02-04T09:52:32.000"
114784,44983,8429,1861,10,411,4110,"2008-02-04T09:54:04.000"
115077,41149,6055,1861,5,363,1815,"2008-02-04T08:56:12.000"
118364,14106,1553,1861,10,280,2800,"2008-02-04T08:43:17.000"
119643,19496,767,1861,4,420,1680,"2008-02-04T04:51:13.000"
121732,9404,8256,1861,14,122,1708,"2008-02-04T03:18:50.000"
123224,40743,2709,1861,12,482,5784,"2008-02-04T09:09:36.000"
125656,1190,3756,1861,4,134,536,"2008-02-04T10:50:59.000"
126221,10684,4231,1861,4,161,644,"2008-02-04T10:07:55.000"
127528,23427,146,1861,20,428,8560,"2008-02-04T02:51:21.000"
128497,36131,1185,1861,7,171,1197,"2008-02-04T08:03:10.000"
129246,40150,3426,1861,20,425,8500,"2008-02-04T12:58:06.000"
129430,36712,2481,1861,14,120,1680,"2008-02-04T10:45:42.000"
130586,11082,7246,1861,24,136,3264,"2008-02-04T03:01:36.000"
130608,25069,605,1861,18,307,5526,"2008-02-04T01:30:20.000"
136313,41458,3640,1861,24,244,5856,"2008-02-04T11:54:40.000"
136999,38157,3120,1861,16,387,6192,"2008-02-04T07:45:28.000"
138316,16327,4499,1861,4,164,656,"2008-02-04T03:39:41.000"
142250,29896,6131,1861,3,105,315,"2008-02-04T04:14:20.000"
144380,27073,8256,1861,4,268,1072,"2008-02-04T06:52:36.000"
144599,40893,463,1861,12,389,4668,"2008-02-04T07:48:15.000"
144845,14854,2883,1861,4,78,312,"2008-02-04T08:24:12.000"
144942,25712,7231,1861,2,125,250,"2008-02-04T03:19:38.000"
146231,36055,4989,1861,3,477,1431,"2008-02-04T12:00:24.000"
152530,6100,4650,1861,6,326,1956,"2008-02-04T09:11:34.000"
153725,24591,942,1861,9,51,459,"2008-02-04T11:05:21.000"
153994,21839,2143,1861,1,133,133,"2008-02-04T10:40:36.000"
157546,40423,962,1861,7,106,742,"2008-02-04T02:27:18.000"
157821,49540,6131,1861,8,478,3824,"2008-02-04T07:50:53.000"
159208,3659,3535,1861,18,475,8550,"2008-02-04T04:44:30.000"
161269,10643,7460,1861,18,32,576,"2008-02-04T06:21:48.000"
162855,7766,1331,1861,6,320,1920,"2008-02-04T04:06:05.000"
165832,16888,49,1861,4,146,584,"2008-02-04T08:51:04.000"
168047,49139,1255,1861,8,62,496,"2008-02-04T11:13:08.000"
168969,11635,4020,1861,22,351,7722,"2008-02-04T04:06:31.000"
169184,31526,1755,1861,20,71,1420,"2008-02-04T09:47:20.000"
172164,7479,4804,1861,18,72,1296,"2008-02-04T10:51:07.000"
173659,12483,3135,1861,9,435,3915,"2008-02-04T10:13:47.000"
173693,1765,4634,1861,5,194,970,"2008-02-04T03:40:53.000"
177175,46925,1577,1861,8,185,1480,"2008-02-04T10:44:41.000"
177313,3019,4634,1861,16,200,3200,"2008-02-04T03:33:54.000"
178274,35389,3188,1861,8,451,3608,"2008-02-04T01:33:24.000"
179951,14929,4354,1861,20,54,1080,"2008-02-04T08:16:18.000"
205053,28738,6519,1861,4,401,1604,"2008-02-04T02:40:44.000"
205419,6298,7612,1861,8,1250,10000,"2008-02-04T01:22:05.000"
207287,44088,2468,1861,2,934,1868,"2008-02-04T10:24:08.000"
207572,28627,7612,1861,5,1235,6175,"2008-02-04T12:01:32.000"
209951,40882,5591,1861,6,1840,11040,"2008-02-04T11:38:09.000"
211937,25790,1644,1861,6,1419,8514,"2008-02-04T02:44:40.000"
213905,38604,2023,1861,5,1158,5790,"2008-02-04T09:11:01.000"
216576,8988,2092,1861,6,1773,10638,"2008-02-04T01:23:00.000"
217833,7715,8429,1861,8,1600,12800,"2008-02-04T09:28:10.000"
217872,28204,4078,1861,4,2499,9996,"2008-02-04T06:19:40.000"
218535,31075,7903,1861,2,2162,4324,"2008-02-04T07:54:08.000"
223466,9297,7176,1861,8,2213,17704,"2008-02-04T05:30:08.000"
223870,45494,3074,1861,3,2353,7059,"2008-02-04T12:37:35.000"
226907,18417,5811,1861,8,1252,10016,"2008-02-04T08:56:21.000"
227647,20425,1524,1861,7,2490,17430,"2008-02-04T10:16:30.000"
227974,40860,1475,1861,2,2038,4076,"2008-02-04T03:29:20.000"
228937,22419,4689,1861,8,571,4568,"2008-02-04T11:07:21.000"
229424,48883,7704,1861,7,955,6685,"2008-02-04T05:24:58.000"
1956,12212,1171,1862,2,181,362,"2008-02-05T04:56:10.000"
487,174,3713,1862,10,43,430,"2008-02-05T02:29:13.000"
2658,1799,3560,1862,14,161,2254,"2008-02-05T05:30:47.000"
3207,1691,2143,1862,20,206,4120,"2008-02-05T05:30:26.000"
2699,13873,2209,1862,8,94,752,"2008-02-05T04:06:50.000"
4003,13404,8250,1862,1,56,56,"2008-02-05T09:08:31.000"
3345,8445,4354,1862,22,184,4048,"2008-02-05T01:25:17.000"
4575,14263,5303,1862,28,209,5852,"2008-02-05T02:28:46.000"
5062,45733,1687,1862,18,241,4338,"2008-02-05T04:25:10.000"
5225,9484,3677,1862,26,233,6058,"2008-02-05T10:43:33.000"
8160,47057,5812,1862,7,194,1358,"2008-02-05T04:49:04.000"
5597,47787,584,1862,10,115,1150,"2008-02-05T06:52:11.000"
9107,42957,443,1862,18,65,1170,"2008-02-05T06:30:39.000"
6143,28777,8580,1862,20,141,2820,"2008-02-05T04:10:51.000"
11420,25008,7232,1862,14,138,1932,"2008-02-05T11:31:19.000"
7678,35335,4250,1862,3,247,741,"2008-02-05T10:21:01.000"
26955,2124,5542,1862,16,175,2800,"2008-02-05T11:27:07.000"
13304,30489,2586,1862,20,104,2080,"2008-02-05T03:53:23.000"
27430,32063,2029,1862,2,158,316,"2008-02-05T01:20:22.000"
14069,33420,3700,1862,2,163,326,"2008-02-05T10:32:42.000"
29127,43822,5453,1862,20,203,4060,"2008-02-05T09:17:02.000"
14297,4044,1755,1862,3,66,198,"2008-02-05T12:09:35.000"
30802,42169,4188,1862,1,339,339,"2008-02-05T04:17:30.000"
14628,47388,7588,1862,14,78,1092,"2008-02-05T03:05:20.000"
31266,7926,2508,1862,10,98,980,"2008-02-05T06:25:17.000"
14795,33117,6696,1862,22,124,2728,"2008-02-05T12:22:45.000"
33884,45505,5108,1862,1,88,88,"2008-02-05T10:00:17.000"
15514,47255,2665,1862,4,236,944,"2008-02-05T11:17:58.000"
37043,18309,5309,1862,24,58,1392,"2008-02-05T02:33:40.000"
16339,9434,4996,1862,1,27,27,"2008-02-05T03:29:45.000"
38377,10831,783,1862,24,246,5904,"2008-02-05T06:13:29.000"
18357,47402,6926,1862,12,159,1908,"2008-02-05T01:28:29.000"
39675,14796,3747,1862,3,306,918,"2008-02-05T01:26:13.000"
20209,43350,8184,1862,18,231,4158,"2008-02-05T06:39:24.000"
43246,38319,2799,1862,2,316,632,"2008-02-05T12:26:02.000"
20370,40400,7595,1862,22,232,5104,"2008-02-05T05:52:22.000"
45263,32604,3798,1862,1,228,228,"2008-02-05T04:02:38.000"
23447,14572,2502,1862,9,189,1701,"2008-02-05T11:40:17.000"
45390,21085,7256,1862,7,238,1666,"2008-02-05T04:57:54.000"
25022,30056,2109,1862,3,235,705,"2008-02-05T01:09:45.000"
50582,2191,2147,1862,4,303,1212,"2008-02-05T08:22:22.000"
25528,4788,3093,1862,1,188,188,"2008-02-05T01:08:34.000"
52300,16716,7481,1862,22,70,1540,"2008-02-05T03:02:00.000"
25830,11809,6141,1862,16,162,2592,"2008-02-05T04:13:26.000"
53464,39871,6636,1862,22,176,3872,"2008-02-05T07:45:02.000"
29677,47413,3255,1862,4,72,288,"2008-02-05T10:13:24.000"
53945,27370,1041,1862,2,178,356,"2008-02-05T08:34:25.000"
30043,8192,4691,1862,22,48,1056,"2008-02-05T12:19:37.000"
54198,47861,548,1862,7,238,1666,"2008-02-05T08:48:37.000"
30564,43373,1612,1862,14,286,4004,"2008-02-05T04:10:04.000"
57636,732,1556,1862,5,179,895,"2008-02-05T06:22:18.000"
33257,15905,6934,1862,6,61,366,"2008-02-05T04:55:50.000"
62086,40676,7427,1862,12,442,5304,"2008-02-05T03:26:36.000"
35814,24146,1906,1862,9,275,2475,"2008-02-05T08:58:24.000"
64329,22191,6972,1862,24,170,4080,"2008-02-05T07:19:12.000"
35856,38645,8503,1862,5,311,1555,"2008-02-05T11:56:00.000"
66799,34426,4739,1862,14,280,3920,"2008-02-05T06:25:32.000"
36999,21425,4933,1862,10,307,3070,"2008-02-05T04:25:18.000"
67596,49473,7586,1862,22,203,4466,"2008-02-05T06:29:56.000"
38753,47759,3747,1862,9,153,1377,"2008-02-05T04:59:46.000"
68791,25967,2482,1862,16,276,4416,"2008-02-05T06:16:12.000"
41756,8826,2638,1862,4,306,1224,"2008-02-05T07:38:52.000"
69729,45684,8411,1862,4,404,1616,"2008-02-05T04:50:05.000"
43183,45240,517,1862,10,101,1010,"2008-02-05T10:22:10.000"
70187,16533,5495,1862,14,330,4620,"2008-02-05T07:34:40.000"
47322,20769,65,1862,6,144,864,"2008-02-05T04:40:04.000"
71978,42747,8547,1862,4,286,1144,"2008-02-05T03:16:48.000"
47330,44113,1171,1862,5,79,395,"2008-02-05T04:57:08.000"
74350,4698,3993,1862,16,401,6416,"2008-02-05T03:32:04.000"
48499,24528,6960,1862,16,46,736,"2008-02-05T05:23:46.000"
76650,42354,960,1862,12,256,3072,"2008-02-05T02:43:21.000"
53796,34043,8614,1862,10,326,3260,"2008-02-05T07:43:20.000"
76924,46753,612,1862,6,183,1098,"2008-02-05T01:27:06.000"
54263,45318,7062,1862,6,206,1236,"2008-02-05T03:44:38.000"
77239,35036,8573,1862,18,163,2934,"2008-02-05T07:05:49.000"
56327,16749,7177,1862,12,322,3864,"2008-02-05T12:29:52.000"
77658,25682,6605,1862,5,493,2465,"2008-02-05T06:56:23.000"
59442,10136,4188,1862,12,477,5724,"2008-02-05T11:49:41.000"
79556,25274,722,1862,9,423,3807,"2008-02-05T05:10:46.000"
64285,16259,8255,1862,9,434,3906,"2008-02-05T10:02:53.000"
86065,40778,5662,1862,5,95,475,"2008-02-05T09:44:08.000"
64557,880,4383,1862,9,20,180,"2008-02-05T09:55:35.000"
88614,19305,1833,1862,24,257,6168,"2008-02-05T11:15:05.000"
64653,30422,4554,1862,6,323,1938,"2008-02-05T08:41:28.000"
92690,12785,6869,1862,16,427,6832,"2008-02-05T10:34:37.000"
65419,23563,7165,1862,22,415,9130,"2008-02-05T02:35:42.000"
94414,48952,1660,1862,10,374,3740,"2008-02-05T09:56:30.000"
65895,37146,2228,1862,12,213,2556,"2008-02-05T05:12:32.000"
94841,23322,3798,1862,1,211,211,"2008-02-05T01:47:30.000"
71813,45600,102,1862,24,166,3984,"2008-02-05T03:59:12.000"
95504,42243,7693,1862,12,182,2184,"2008-02-05T12:34:38.000"
72675,24000,1513,1862,20,476,9520,"2008-02-05T05:40:59.000"
98812,47659,6298,1862,4,121,484,"2008-02-05T10:43:19.000"
73002,20341,3947,1862,2,244,488,"2008-02-05T04:20:10.000"
99765,41185,146,1862,24,244,5856,"2008-02-05T02:12:03.000"
76335,6807,5237,1862,2,361,722,"2008-02-05T03:16:42.000"
101105,44930,4069,1862,8,203,1624,"2008-02-05T10:37:11.000"
77816,41404,6062,1862,7,41,287,"2008-02-05T07:16:19.000"
106160,1887,338,1862,20,485,9700,"2008-02-05T03:25:59.000"
78553,8892,6812,1862,20,378,7560,"2008-02-05T01:06:10.000"
106318,18955,6025,1862,24,427,10248,"2008-02-05T02:10:11.000"
82601,4864,4211,1862,9,258,2322,"2008-02-05T05:24:17.000"
110381,24105,6202,1862,1,116,116,"2008-02-05T03:16:39.000"
86478,18337,5757,1862,10,250,2500,"2008-02-05T05:55:38.000"
110911,33920,2004,1862,3,357,1071,"2008-02-05T10:44:54.000"
87491,36995,2400,1862,9,410,3690,"2008-02-05T08:01:38.000"
111973,14971,6055,1862,9,246,2214,"2008-02-05T04:03:21.000"
89124,11166,4194,1862,12,94,1128,"2008-02-05T05:01:04.000"
113051,3008,7036,1862,3,269,807,"2008-02-05T03:57:17.000"
89700,2563,3447,1862,8,424,3392,"2008-02-05T04:02:38.000"
116576,43600,165,1862,14,399,5586,"2008-02-05T02:18:19.000"
91060,21301,6442,1862,20,364,7280,"2008-02-05T07:44:58.000"
121352,118,1668,1862,24,325,7800,"2008-02-05T03:59:16.000"
97516,43034,6940,1862,8,365,2920,"2008-02-05T12:14:54.000"
122086,47524,8166,1862,14,487,6818,"2008-02-05T02:59:17.000"
99412,19237,8578,1862,12,279,3348,"2008-02-05T05:35:12.000"
124646,4639,3506,1862,12,339,4068,"2008-02-05T10:29:59.000"
102390,46184,7007,1862,8,157,1256,"2008-02-05T07:26:12.000"
126416,27008,4683,1862,12,231,2772,"2008-02-05T04:29:19.000"
103958,16674,8229,1862,4,81,324,"2008-02-05T05:29:09.000"
128219,31704,7346,1862,24,109,2616,"2008-02-05T04:26:43.000"
107469,34809,5688,1862,22,111,2442,"2008-02-05T09:36:39.000"
130549,6753,4760,1862,1,131,131,"2008-02-05T07:30:49.000"
114242,48183,7925,1862,8,321,2568,"2008-02-05T06:26:35.000"
133063,44789,1243,1862,14,57,798,"2008-02-05T05:11:23.000"
114698,47435,2039,1862,3,454,1362,"2008-02-05T07:52:47.000"
133435,14626,1306,1862,16,199,3184,"2008-02-05T09:17:49.000"
121815,41987,2432,1862,2,191,382,"2008-02-05T12:16:14.000"
134896,43944,3181,1862,5,185,925,"2008-02-05T01:52:02.000"
125130,36622,613,1862,10,105,1050,"2008-02-05T06:14:10.000"
