"eventid","venueid","catid","dateid","eventname","starttime"
6971,50,9,2134,"The Black Keys","2008-11-04T19:00:00.000Z"
2560,215,7,2135,"The Cherry Orchard","2008-11-05T20:00:00.000Z"
4412,38,9,2135,"Michael Buble","2008-11-05T14:00:00.000Z"
7100,89,9,2135,"Jerry Jeff Walker","2008-11-05T15:00:00.000Z"
8529,119,9,2135,"Vanessa Hudgens","2008-11-05T19:30:00.000Z"
3206,245,7,2136,"Hamlet","2008-11-06T14:30:00.000Z"
3639,204,7,2136,"The Bacchae","2008-11-06T19:00:00.000Z"
3732,207,7,2136,"The Seafarer","2008-11-06T15:00:00.000Z"
5212,39,9,2137,"Dave Stewart","2008-11-07T14:00:00.000Z"
7087,28,9,2137,"Dolly Parton","2008-11-07T19:00:00.000Z"
7736,80,9,2137,"Etta James","2008-11-07T19:30:00.000Z"
7770,93,9,2137,"Carcass","2008-11-07T15:00:00.000Z"
2199,237,7,2138,"A Tale of Two Cities","2008-11-08T19:30:00.000Z"
6388,64,9,2138,"Vince Gill","2008-11-08T19:00:00.000Z"
3379,230,7,2139,"Othello","2008-11-09T19:00:00.000Z"
5407,88,9,2139,"Vanessa Hudgens","2008-11-09T15:00:00.000Z"
998,242,6,2140,"Grease","2008-11-10T19:00:00.000Z"
2044,204,7,2140,"Endgame","2008-11-10T20:00:00.000Z"
5685,13,9,2140,"Johnny Mathis","2008-11-10T19:30:00.000Z"
6418,66,9,2140,"Sweet Honey in the Rock","2008-11-10T14:00:00.000Z"
8154,26,9,2140,"My Morning Jacket","2008-11-10T19:30:00.000Z"
8283,19,9,2140,"Cowboy Junkies","2008-11-10T19:30:00.000Z"
183,303,8,2141,"Thais","2008-11-11T15:00:00.000Z"
3453,216,7,2141,"Woyzeck","2008-11-11T14:00:00.000Z"
4868,60,9,2141,"Peter Frampton","2008-11-11T19:30:00.000Z"
5684,99,9,2141,"The Swell Season","2008-11-11T14:00:00.000Z"
6313,35,9,2141,"Jerry Jeff Walker","2008-11-11T19:00:00.000Z"
360,303,8,2142,"Das Rheingold","2008-11-12T14:30:00.000Z"
2301,209,7,2142,"Uncle Vanya","2008-11-12T20:00:00.000Z"
3231,222,7,2142,"Iphigenia","2008-11-12T20:00:00.000Z"
6166,32,9,2142,"Bad Company","2008-11-12T19:00:00.000Z"
7014,130,9,2142,"Children of Bodom","2008-11-12T19:00:00.000Z"
7351,54,9,2142,"Los Temerarios","2008-11-12T14:00:00.000Z"
1380,236,6,2143,"Dirty Dancing","2008-11-13T15:00:00.000Z"
1457,249,6,2143,"South Pacific","2008-11-13T19:00:00.000Z"
3319,232,7,2143,"Avenue Q","2008-11-13T19:00:00.000Z"
8566,86,9,2143,"Bruce Springsteen","2008-11-13T19:30:00.000Z"
578,245,6,2144,"The Lion King","2008-11-14T14:00:00.000Z"
1511,253,6,2144,"Mamma Mia!","2008-11-14T14:00:00.000Z"
3954,24,9,2144,"Echo & the Bunnymen","2008-11-14T19:30:00.000Z"
5764,49,9,2144,"Jason Mraz","2008-11-14T19:30:00.000Z"
6725,60,9,2144,"Cake","2008-11-14T19:30:00.000Z"
6955,61,9,2144,"Manhattan Transfer","2008-11-14T19:00:00.000Z"
1410,210,6,2145,"South Pacific","2008-11-15T14:00:00.000Z"
3958,22,9,2145,"Gretchen Wilson","2008-11-15T14:30:00.000Z"
5583,34,9,2145,"Nashville Star","2008-11-15T19:00:00.000Z"
1838,212,7,2146,"Young Frankenstein","2008-11-16T19:30:00.000Z"
1997,214,7,2146,"Our Town","2008-11-16T19:30:00.000Z"
6181,122,9,2146,"Boston","2008-11-16T15:00:00.000Z"
7484,54,9,2146,"Toad The Wet Sprocket","2008-11-16T14:00:00.000Z"
8090,57,9,2146,"Gladys Knight","2008-11-16T19:30:00.000Z"
368,306,8,2147,"Cavalleria Rusticana and Pagliacci","2008-11-17T20:00:00.000Z"
2248,223,7,2147,"November","2008-11-17T19:00:00.000Z"
2812,243,7,2147,"The Country Girl","2008-11-17T20:00:00.000Z"
14,303,8,2149,"La Rondine","2008-11-19T19:30:00.000Z"
1481,200,6,2149,"Billy Elliot the Musical","2008-11-19T15:00:00.000Z"
6393,23,9,2149,"Neil Diamond","2008-11-19T14:00:00.000Z"
7893,28,9,2150,"Rodrigo y Gabriela","2008-11-20T15:00:00.000Z"
80,306,8,2151,"La Rondine","2008-11-21T14:00:00.000Z"
2275,247,7,2151,"A Bronx Tale","2008-11-21T19:00:00.000Z"
3429,244,7,2151,"Macbeth","2008-11-21T14:00:00.000Z"
6830,124,9,2151,"Enrique Iglesias","2008-11-21T19:00:00.000Z"
7645,46,9,2151,"Vans Warped Tour","2008-11-21T19:00:00.000Z"
3126,215,7,2152,"A Tale of Two Cities","2008-11-22T14:00:00.000Z"
7089,80,9,2152,"Jessica Simpson","2008-11-22T15:00:00.000Z"
326,305,8,2153,"Carmen","2008-11-23T14:00:00.000Z"
1603,251,6,2153,"Legally Blonde","2008-11-23T15:00:00.000Z"
1695,261,6,2153,"Spamalot","2008-11-23T19:30:00.000Z"
2755,243,7,2153,"Avenue Q","2008-11-23T20:00:00.000Z"
6846,25,9,2153,"Gnarls Barkley","2008-11-23T14:00:00.000Z"
8488,38,9,2153,"Dj Tiesto","2008-11-23T19:00:00.000Z"
1531,256,6,2154,"Blue Man Group","2008-11-24T20:00:00.000Z"
2673,243,7,2154,"A Tale of Two Cities","2008-11-24T19:00:00.000Z"
3738,216,7,2154,"King Lear","2008-11-24T14:30:00.000Z"
5005,122,9,2154,"Rock The Bayou","2008-11-24T19:30:00.000Z"
6396,75,9,2154,"Killers","2008-11-24T19:00:00.000Z"
8393,39,9,2154,"Maze","2008-11-24T15:00:00.000Z"
6196,73,9,2155,"Carrie Underwood","2008-11-25T19:30:00.000Z"
7144,129,9,2155,"Idina Menzel","2008-11-25T19:30:00.000Z"
7661,130,9,2155,"Wallflowers","2008-11-25T15:00:00.000Z"
8357,69,9,2155,"Lonestar","2008-11-25T19:30:00.000Z"
877,225,6,2156,"Mamma Mia!","2008-11-26T14:30:00.000Z"
5247,51,9,2156,"Tailgate 2008","2008-11-26T15:00:00.000Z"
5652,108,9,2156,"Justin Timberlake","2008-11-26T19:30:00.000Z"
5486,18,9,2157,"Ice Cube","2008-11-27T19:00:00.000Z"
224,305,8,2158,"Doctor Atomic","2008-11-28T19:00:00.000Z"
484,300,8,2158,"Simon Boccanegra","2008-11-28T14:00:00.000Z"
746,228,6,2158,"Pal Joey","2008-11-28T14:30:00.000Z"
3242,248,7,2158,"The Glass Menagerie","2008-11-28T15:00:00.000Z"
7159,120,9,2158,"Eagles","2008-11-28T14:00:00.000Z"
7275,75,9,2158,"Alejandro Fernandez","2008-11-28T15:00:00.000Z"
823,208,6,2159,"The Phantom of the Opera","2008-11-29T19:30:00.000Z"
4801,125,9,2159,"Little Big Town","2008-11-29T19:00:00.000Z"
1358,247,6,2160,"Grease","2008-11-30T14:00:00.000Z"
1479,243,6,2160,"The King and I","2008-11-30T20:00:00.000Z"
2816,236,7,2160,"Oedipus the King","2008-11-30T20:00:00.000Z"
620,208,6,2161,"Mamma Mia!","2008-12-01T14:30:00.000Z"
1163,224,6,2161,"High School Musical","2008-12-01T14:00:00.000Z"
4374,74,9,2161,"Dolly Parton","2008-12-01T20:00:00.000Z"
4834,89,9,2161,"Regina Spektor","2008-12-01T14:00:00.000Z"
5083,104,9,2161,"Isaac Hayes","2008-12-01T15:00:00.000Z"
5330,95,9,2161,"Regina Spektor","2008-12-01T14:00:00.000Z"
7844,60,9,2161,"Bullet for My Valentine","2008-12-01T19:30:00.000Z"
2493,220,7,2162,"The Cherry Orchard","2008-12-02T14:00:00.000Z"
3273,244,7,2162,"A Streetcar Named Desire","2008-12-02T14:30:00.000Z"
4103,22,9,2162,"Dave Stewart","2008-12-02T14:00:00.000Z"
4656,125,9,2162,"Emmylou Harris","2008-12-02T19:00:00.000Z"
4962,30,9,2162,"Bob Dylan","2008-12-02T15:00:00.000Z"
606,243,6,2163,"High Society","2008-12-03T15:00:00.000Z"
2619,206,7,2163,"A Man For All Seasons","2008-12-03T19:00:00.000Z"
3015,247,7,2163,"As You Like It","2008-12-03T14:00:00.000Z"
4445,55,9,2163,"Foghat","2008-12-03T19:00:00.000Z"
4902,74,9,2163,"The Who","2008-12-03T15:00:00.000Z"
5003,93,9,2163,"Mark Knopfler","2008-12-03T19:30:00.000Z"
6930,72,9,2163,"Eddie Vedder","2008-12-03T15:00:00.000Z"
6943,86,9,2163,"Jason Mraz","2008-12-03T14:00:00.000Z"
7063,42,9,2163,"Sheryl Crow","2008-12-03T19:30:00.000Z"
602,234,6,2164,"Oliver!","2008-12-04T19:30:00.000Z"
1082,203,6,2164,"Hairspray","2008-12-04T14:30:00.000Z"
1211,230,6,2164,"Spamalot","2008-12-04T19:00:00.000Z"
2450,203,7,2164,"Uncle Vanya","2008-12-04T14:30:00.000Z"
7566,130,9,2164,"Allman Brothers Band","2008-12-04T19:00:00.000Z"
7960,32,9,2164,"Paul Weller","2008-12-04T19:30:00.000Z"
518,236,6,2165,"Kiss Me Kate","2008-12-05T14:00:00.000Z"
1932,203,7,2165,"Macbeth","2008-12-05T20:00:00.000Z"
5187,115,9,2165,"Oasis","2008-12-05T19:30:00.000Z"
7926,45,9,2165,"Natalie Cole","2008-12-05T15:00:00.000Z"
8593,58,9,2166,"El Tri","2008-12-06T14:00:00.000Z"
1145,229,6,2167,"Spamalot","2008-12-07T19:30:00.000Z"
7282,83,9,2167,"Reba and Kelly Clarkson","2008-12-07T14:00:00.000Z"
8173,25,9,2167,"Oliver Dragojevic","2008-12-07T19:30:00.000Z"
362,300,8,2168,"Tristan und Isolde","2008-12-08T14:30:00.000Z"
2745,212,7,2168,"All My Sons","2008-12-08T19:00:00.000Z"
8681,112,9,2168,"Gavin DeGraw","2008-12-08T19:00:00.000Z"
655,235,6,2169,"High School Musical","2008-12-09T20:00:00.000Z"
2104,205,7,2169,"Uncle Vanya","2008-12-09T19:00:00.000Z"
3569,201,7,2169,"Iphigenia","2008-12-09T19:00:00.000Z"
6011,60,9,2169,"Stone Temple Pilots","2008-12-09T14:00:00.000Z"
7840,115,9,2170,"Gary Allan","2008-12-10T19:30:00.000Z"
8572,37,9,2170,"Boyz II Men","2008-12-10T19:30:00.000Z"
2078,232,7,2171,"Waiting for Godot","2008-12-11T15:00:00.000Z"
2381,248,7,2171,"Macbeth","2008-12-11T19:00:00.000Z"
3043,209,7,2171,"The Farnsworth Invention","2008-12-11T20:00:00.000Z"
4063,98,9,2171,"Celtic Thunder","2008-12-11T15:00:00.000Z"
6724,115,9,2171,"Smokey Robinson","2008-12-11T19:00:00.000Z"
7534,117,9,2171,"King Crimson","2008-12-11T19:30:00.000Z"
8212,48,9,2171,"Ringo Starr","2008-12-11T15:00:00.000Z"
69,300,8,2172,"Rigoletto","2008-12-12T20:00:00.000Z"
5699,109,9,2172,"REO Speedwagon","2008-12-12T19:00:00.000Z"
1433,248,6,1827,"Grease","2008-01-01T19:00:00.000Z"
4135,16,9,1827,"Nas","2008-01-01T14:30:00.000Z"
5807,45,9,1827,"Return To Forever","2008-01-01T15:00:00.000Z"
521,248,6,1828,"West Side Story","2008-01-02T15:00:00.000Z"
2809,213,7,1828,"The Cherry Orchard","2008-01-02T14:30:00.000Z"
4853,39,9,1828,"Rick Braun","2008-01-02T19:00:00.000Z"
6262,2,9,1828,"Gogol Bordello","2008-01-02T15:00:00.000Z"
394,300,8,1829,"Adriana Lecouvreur","2008-01-03T15:00:00.000Z"
2043,217,7,1829,"The Bacchae","2008-01-03T19:00:00.000Z"
2266,247,7,1829,"Passing Strange","2008-01-03T20:00:00.000Z"
3496,205,7,1829,"August: Osage County","2008-01-03T19:00:00.000Z"
6071,47,9,1829,"3 Doors Down","2008-01-03T15:00:00.000Z"
1764,262,6,1830,"Mamma Mia!","2008-01-04T20:00:00.000Z"
3749,203,7,1830,"Waiting for Godot","2008-01-04T19:30:00.000Z"
7189,27,9,1830,"Michael Buble","2008-01-04T14:00:00.000Z"
7568,91,9,1830,"Sound Tribe Sector 9","2008-01-04T19:00:00.000Z"
8006,9,9,1830,"Bette Midler","2008-01-04T19:30:00.000Z"
3140,239,7,1831,"Romeo and Juliet","2008-01-05T15:00:00.000Z"
3234,207,7,1831,"The Caucasian Chalk Circle","2008-01-05T14:00:00.000Z"
4306,69,9,1832,"Backstreet Boys","2008-01-06T20:00:00.000Z"
7710,120,9,1832,"Built To Spill","2008-01-06T19:30:00.000Z"
5323,130,9,1833,"English Beat","2008-01-07T19:30:00.000Z"
6179,123,9,1833,"Kanye West","2008-01-07T15:00:00.000Z"
202,309,8,1834,"Adriana Lecouvreur","2008-01-08T19:30:00.000Z"
4335,85,9,1834,"Dave Koz","2008-01-08T20:00:00.000Z"
1250,248,6,1835,"The Phantom of the Opera","2008-01-09T20:00:00.000Z"
1796,257,6,1835,"Phantom of the Opera","2008-01-09T19:30:00.000Z"
4552,37,9,1835,"Rock The Bayou","2008-01-09T15:00:00.000Z"
4813,4,9,1835,"Mark Knopfler","2008-01-09T19:30:00.000Z"
6175,112,9,1835,"Justin Timberlake","2008-01-09T19:00:00.000Z"
7492,8,9,1835,"James Blunt","2008-01-09T15:00:00.000Z"
8431,24,9,1835,"B.B. King","2008-01-09T19:30:00.000Z"
600,209,6,1836,"Grease","2008-01-10T14:00:00.000Z"
2438,229,7,1836,"Rhinoceros","2008-01-10T14:00:00.000Z"
4258,113,9,1836,"Ben Harper","2008-01-10T19:30:00.000Z"
6481,91,9,1836,"Bamboozle Left","2008-01-10T14:00:00.000Z"
2265,245,7,1837,"Rosencrantz and Guildenstern Are Dead","2008-01-11T19:30:00.000Z"
2357,228,7,1837,"Othello","2008-01-11T15:00:00.000Z"
4565,33,9,1837,"Chromeo","2008-01-11T20:00:00.000Z"
4757,32,9,1837,"Joe Cocker","2008-01-11T19:00:00.000Z"
7152,111,9,1837,"Celtic Thunder","2008-01-11T14:00:00.000Z"
8239,83,9,1837,"LeAnn Rimes","2008-01-11T19:30:00.000Z"
609,222,6,1838,"State Fair","2008-01-12T14:00:00.000Z"
4003,25,9,1838,"Regina Spektor","2008-01-12T19:00:00.000Z"
5279,117,9,1838,"Teddy Geiger","2008-01-12T19:00:00.000Z"
7677,63,9,1838,"My Morning Jacket","2008-01-12T15:00:00.000Z"
8723,111,9,1838,"Melissa Etheridge","2008-01-12T19:30:00.000Z"
525,218,6,1839,"South Pacific","2008-01-13T14:30:00.000Z"
4244,118,9,1839,"Chicago","2008-01-13T19:00:00.000Z"
4535,109,9,1839,"John Prine","2008-01-13T14:00:00.000Z"
5173,121,9,1839,"Michael McDonald","2008-01-13T15:00:00.000Z"
6490,75,9,1839,"Nine Inch Nails","2008-01-13T19:30:00.000Z"
6714,73,9,1839,"Ryan Adams","2008-01-13T15:00:00.000Z"
8609,47,9,1839,"Alicia Keys","2008-01-13T19:30:00.000Z"
8188,15,9,1840,"Projekt Revolution","2008-01-14T15:00:00.000Z"
8446,4,9,1840,"Armando Manzanero","2008-01-14T14:00:00.000Z"
3900,58,9,1842,"Wyclef Jean","2008-01-16T19:00:00.000Z"
4875,33,9,1842,"Lenny Kravitz","2008-01-16T15:00:00.000Z"
5990,102,9,1842,"Black Kids","2008-01-16T19:00:00.000Z"
2901,202,7,1843,"A Man For All Seasons","2008-01-17T14:30:00.000Z"
5869,20,9,1843,"Manhattan Transfer","2008-01-17T14:00:00.000Z"
8261,44,9,1843,"Bruce Springsteen","2008-01-17T15:00:00.000Z"
2723,245,7,1844,"Macbeth","2008-01-18T20:00:00.000Z"
7206,46,9,1844,"Colbie Caillat","2008-01-18T19:30:00.000Z"
1231,217,6,1845,"Fiddler on the Roof","2008-01-19T19:00:00.000Z"
2180,249,7,1845,"A Streetcar Named Desire","2008-01-19T14:00:00.000Z"
3813,110,9,1845,"The Roots","2008-01-19T19:30:00.000Z"
5081,51,9,1845,"War","2008-01-19T19:00:00.000Z"
7629,130,9,1845,"Rock the Bells","2008-01-19T19:00:00.000Z"
8605,15,9,1845,"Bullet for My Valentine","2008-01-19T15:00:00.000Z"
1020,239,6,1846,"Fiddler on the Roof","2008-01-20T14:00:00.000Z"
4502,58,9,1846,"Govt Mule","2008-01-20T19:30:00.000Z"
5243,53,9,1846,"Daughtry","2008-01-20T19:30:00.000Z"
4298,63,9,1847,"Celtic Thunder","2008-01-21T14:30:00.000Z"
5308,117,9,1847,"Tom Jones","2008-01-21T19:00:00.000Z"
168,305,8,1848,"Lucia di Lammermoor","2008-01-22T19:30:00.000Z"
1458,208,6,1848,"A Catered Affair","2008-01-22T19:30:00.000Z"
3308,245,7,1848,"Electra","2008-01-22T14:00:00.000Z"
3446,239,7,1848,"Macbeth","2008-01-22T15:00:00.000Z"
8035,40,9,1848,"Brad Paisley","2008-01-22T19:30:00.000Z"
8502,49,9,1848,"Snoop Dogg","2008-01-22T19:30:00.000Z"
1014,226,6,1849,"Curtains","2008-01-23T14:00:00.000Z"
6024,77,9,1849,"Pat Benatar","2008-01-23T19:00:00.000Z"
6295,129,9,1849,"Alejandro Fernandez","2008-01-23T19:00:00.000Z"
8481,113,9,1849,"Creedence Clearwater Revisited","2008-01-23T19:00:00.000Z"
1348,244,6,1850,"High School Musical","2008-01-24T19:30:00.000Z"
2236,240,7,1850,"Uncle Vanya","2008-01-24T15:00:00.000Z"
2472,225,7,1850,"The Seagull","2008-01-24T14:00:00.000Z"
3687,220,7,1850,"A Man For All Seasons","2008-01-24T14:30:00.000Z"
3837,67,9,1850,"Randy Travis","2008-01-24T15:00:00.000Z"
4414,107,9,1850,"Smashing Pumpkins","2008-01-24T19:00:00.000Z"
5754,18,9,1850,"Nofx","2008-01-24T14:00:00.000Z"
7479,105,9,1850,"Alicia Keys","2008-01-24T19:00:00.000Z"
8141,106,9,1850,"ZZ Top","2008-01-24T15:00:00.000Z"
425,301,8,1851,"Don Giovanni","2008-01-25T20:00:00.000Z"
1242,222,6,1851,"The Phantom of the Opera","2008-01-25T19:00:00.000Z"
5668,5,9,1851,"DJ Shadow and Cut Chemist","2008-01-25T19:00:00.000Z"
3730,247,7,1852,"Miss Julie","2008-01-26T20:00:00.000Z"
4474,30,9,1852,"Smokey Robinson","2008-01-26T20:00:00.000Z"
5786,42,9,1852,"Fab Faux","2008-01-26T19:00:00.000Z"
7443,75,9,1852,"Chicago","2008-01-26T19:30:00.000Z"
4262,64,9,1853,"Alan Jackson","2008-01-27T14:30:00.000Z"
7375,79,9,1853,"The Who","2008-01-27T15:00:00.000Z"
313,300,8,1854,"La Gioconda","2008-01-28T14:30:00.000Z"
1905,217,7,1854,"The Tempest","2008-01-28T14:00:00.000Z"
2922,200,7,1854,"Rhinoceros","2008-01-28T19:00:00.000Z"
6564,129,9,1854,"KT Tunstall","2008-01-28T14:00:00.000Z"
6826,7,9,1854,"Merle Haggard","2008-01-28T19:30:00.000Z"
759,245,6,1855,"The Lion King","2008-01-29T14:30:00.000Z"
1821,220,7,1855,"Thurgood","2008-01-29T14:30:00.000Z"
5986,97,9,1855,"Jethro Tull","2008-01-29T19:00:00.000Z"
1085,222,6,1856,"A Chorus Line","2008-01-30T19:30:00.000Z"
2403,201,7,1856,"Electra","2008-01-30T15:00:00.000Z"
3479,236,7,1856,"Macbeth","2008-01-30T14:30:00.000Z"
1118,229,6,1857,"The Little Mermaid","2008-01-31T20:00:00.000Z"
2474,226,7,1857,"Thurgood","2008-01-31T15:00:00.000Z"
2285,203,7,1858,"Electra","2008-02-01T15:00:00.000Z"
2495,205,7,1858,"Glengarry Glen Ross","2008-02-01T15:00:00.000Z"
4100,40,9,1858,"Randy Owen","2008-02-01T15:00:00.000Z"
4627,45,9,1858,"Jim Brickman","2008-02-01T19:30:00.000Z"
5607,35,9,1858,"Zucchero","2008-02-01T14:00:00.000Z"
6189,119,9,1858,"Live","2008-02-01T19:00:00.000Z"
6772,16,9,1858,"Cypress Hill","2008-02-01T19:00:00.000Z"
7096,115,9,1858,"Dennis DeYoung","2008-02-01T14:00:00.000Z"
3544,234,7,1859,"A Man For All Seasons","2008-02-02T19:30:00.000Z"
5068,77,9,1859,"George Michael","2008-02-02T14:00:00.000Z"
8292,10,9,1859,"Marc Anthony","2008-02-02T14:00:00.000Z"
576,218,6,1860,"West Side Story","2008-02-03T19:30:00.000Z"
1071,248,6,1860,"Mary Poppins","2008-02-03T14:00:00.000Z"
4562,94,9,1860,"Blues Brothers","2008-02-03T19:00:00.000Z"
5901,65,9,1860,"Armando Manzanero","2008-02-03T19:30:00.000Z"
6368,26,9,1860,"Duran Duran","2008-02-03T19:00:00.000Z"
8686,35,9,1860,"Rancid","2008-02-03T19:00:00.000Z"
1060,231,6,1861,"Chicago","2008-02-04T20:00:00.000Z"
5596,92,9,1861,"Tokyo Police Club","2008-02-04T15:00:00.000Z"
5774,36,9,1861,"Billy Idol","2008-02-04T19:00:00.000Z"
6763,25,9,1861,"Jesse McCartney","2008-02-04T19:30:00.000Z"
1979,225,7,1862,"Cirque du Soleil","2008-02-05T19:30:00.000Z"
3025,215,7,1862,"The Seafarer","2008-02-05T14:00:00.000Z"
6025,3,9,1862,"Sweet Honey in the Rock","2008-02-05T14:00:00.000Z"
3718,237,7,1863,"Waiting for Godot","2008-02-06T15:00:00.000Z"
6605,66,9,1863,"David Sanborn","2008-02-06T19:30:00.000Z"
3925,3,9,1864,"Donny Osmond","2008-02-07T14:30:00.000Z"
3974,31,9,1864,"Coldplay","2008-02-07T20:00:00.000Z"
4763,36,9,1864,"Rick Springfield","2008-02-07T20:00:00.000Z"
8255,94,9,1864,"Colbie Caillat","2008-02-07T15:00:00.000Z"
8524,56,9,1864,"Mogwai","2008-02-07T19:00:00.000Z"
777,221,6,1865,"Oliver!","2008-02-08T14:00:00.000Z"
3783,244,7,1865,"Macbeth","2008-02-08T14:00:00.000Z"
4903,94,9,1865,"The Raconteurs","2008-02-08T15:00:00.000Z"
5067,95,9,1865,"Dolly Parton","2008-02-08T19:00:00.000Z"
8021,98,9,1865,"Black Crowes","2008-02-08T14:00:00.000Z"
2273,226,7,1866,"The Tempest","2008-02-09T14:00:00.000Z"
95,309,8,1867,"The Queen of Spades","2008-02-10T14:00:00.000Z"
3580,248,7,1867,"A Midsummer Night's Dream","2008-02-10T20:00:00.000Z"
4617,20,9,1867,"ZZ Top","2008-02-10T14:30:00.000Z"
5379,93,9,1867,".38 Special","2008-02-10T19:00:00.000Z"
7285,35,9,1867,"Los Temerarios","2008-02-10T14:00:00.000Z"
8490,22,9,1867,"Eddie Money","2008-02-10T19:00:00.000Z"
636,218,6,1868,"The Lion King","2008-02-11T14:30:00.000Z"
1272,200,6,1868,"Dirty Dancing","2008-02-11T14:00:00.000Z"
6849,81,9,1868,"Jill Scott","2008-02-11T19:00:00.000Z"
7427,22,9,1868,"The Black Keys","2008-02-11T19:00:00.000Z"
730,248,6,1869,"Grease","2008-02-12T15:00:00.000Z"
2092,221,7,1869,"The Seagull","2008-02-12T15:00:00.000Z"
3759,205,7,1869,"The Tempest","2008-02-12T15:00:00.000Z"
4632,116,9,1869,"Tesla","2008-02-12T15:00:00.000Z"
4734,75,9,1869,"Fergie","2008-02-12T19:00:00.000Z"
5544,17,9,1869,"Joanna Newsom","2008-02-12T14:00:00.000Z"
6904,51,9,1869,"Celtic Thunder","2008-02-12T14:00:00.000Z"
4358,40,9,1870,"Weird Al Yankovic","2008-02-13T20:00:00.000Z"
4599,128,9,1870,"Marco Antonio Solis","2008-02-13T19:00:00.000Z"
4791,63,9,1870,"The Roots","2008-02-13T14:00:00.000Z"
5811,5,9,1870,"Merle Haggard","2008-02-13T19:30:00.000Z"
6515,12,9,1870,"Kenny Wayne Shepherd","2008-02-13T15:00:00.000Z"
6752,103,9,1870,"Tom Petty and the Heartbreakers","2008-02-13T19:00:00.000Z"
761,242,6,1871,"Billy Elliot the Musical","2008-02-14T19:00:00.000Z"
5431,126,9,1871,"Mars Volta","2008-02-14T14:00:00.000Z"
6334,32,9,1871,"Alice Cooper","2008-02-14T19:00:00.000Z"
2481,221,7,1872,"November","2008-02-15T20:00:00.000Z"
3466,217,7,1872,"The Farnsworth Invention","2008-02-15T15:00:00.000Z"
3890,50,9,1872,"Matchbox Twenty","2008-02-15T19:00:00.000Z"
4475,19,9,1872,"Emmylou Harris","2008-02-15T15:00:00.000Z"
5814,14,9,1872,"Regina Spektor","2008-02-15T19:00:00.000Z"
6131,81,9,1872,"Rusted Root","2008-02-15T19:00:00.000Z"
146,306,8,1873,"Die Walkure","2008-02-16T14:00:00.000Z"
1106,217,6,1873,"Mary Poppins","2008-02-16T14:00:00.000Z"
4436,70,9,1873,"George Thorogood","2008-02-16T20:00:00.000Z"
5315,111,9,1873,"Matisyahu","2008-02-16T19:30:00.000Z"
7517,113,9,1873,"Lyle Lovett","2008-02-16T15:00:00.000Z"
7626,84,9,1873,"Isaac Hayes","2008-02-16T15:00:00.000Z"
7543,10,9,1874,"George Thorogood","2008-02-17T14:00:00.000Z"
597,237,6,1875,"A Chorus Line","2008-02-18T19:00:00.000Z"
770,211,6,1875,"Kiss Me Kate","2008-02-18T20:00:00.000Z"
1309,207,6,1875,"The King and I","2008-02-18T14:30:00.000Z"
3163,235,7,1875,"Our Town","2008-02-18T14:30:00.000Z"
3176,230,7,1875,"Julius Caesar","2008-02-18T20:00:00.000Z"
4830,14,9,1875,"Maze","2008-02-18T19:00:00.000Z"
757,215,6,1876,"Dirty Dancing","2008-02-19T14:30:00.000Z"
2121,217,7,1876,"Glengarry Glen Ross","2008-02-19T14:00:00.000Z"
5111,46,9,1876,"Sara Evans","2008-02-19T19:00:00.000Z"
6448,21,9,1876,"G. Love and Special Sauce","2008-02-19T19:30:00.000Z"
397,305,8,1877,"L Elisir d Amore","2008-02-20T19:30:00.000Z"
1987,201,7,1877,"The Country Girl","2008-02-20T14:30:00.000Z"
2171,228,7,1877,"Oedipus the King","2008-02-20T19:00:00.000Z"
4869,42,9,1877,"Nashville Star","2008-02-20T19:00:00.000Z"
5309,102,9,1878,"Blue Man Group How To Be A Megastar Tour","2008-02-21T14:00:00.000Z"
5495,34,9,1878,"Boston","2008-02-21T19:30:00.000Z"
6415,107,9,1878,"Little River Band","2008-02-21T19:30:00.000Z"
6900,33,9,1878,"Jessica Simpson","2008-02-21T19:00:00.000Z"
8250,107,9,1878,"Paramore","2008-02-21T19:30:00.000Z"
3884,115,9,1879,"Decemberists","2008-02-22T20:00:00.000Z"
4305,116,9,1879,"Jim Brickman","2008-02-22T20:00:00.000Z"
5661,73,9,1879,"Bette Midler","2008-02-22T19:30:00.000Z"
8278,52,9,1879,"Wolf Parade","2008-02-22T15:00:00.000Z"
8503,37,9,1879,"Armando Manzanero","2008-02-22T15:00:00.000Z"
1664,257,6,1880,"Phantom of the Opera","2008-02-23T20:00:00.000Z"
5459,126,9,1880,"Jimmy Buffett","2008-02-23T19:00:00.000Z"
5863,48,9,1880,"Toby Keith","2008-02-23T15:00:00.000Z"
6749,122,9,1880,"Dolly Parton","2008-02-23T15:00:00.000Z"
6972,20,9,1880,"Stone Temple Pilots","2008-02-23T14:00:00.000Z"
878,214,6,1881,"Memphis - The Birth of Rock n Roll","2008-02-24T14:00:00.000Z"
7002,30,9,1881,"Al Green","2008-02-24T19:30:00.000Z"
7693,128,9,1881,"Celine Dion","2008-02-24T19:30:00.000Z"
8009,100,9,1881,"Stone Temple Pilots","2008-02-24T19:00:00.000Z"
165,301,8,1882,"Die Walkure","2008-02-25T15:00:00.000Z"
213,300,8,1882,"Die Walkure","2008-02-25T14:30:00.000Z"
2202,227,7,1882,"The Tempest","2008-02-25T15:00:00.000Z"
2209,242,7,1882,"Our Town","2008-02-25T14:00:00.000Z"
