"salesid","listid","sellerid","buyerid","eventid","dateid","qtysold","pricepaid","commission","saletime"
117975,135124,30977,22085,5997,1876,2,52,7.8,"2008-02-19T10:09:03.000"
99811,114079,34121,2410,7147,1876,2,530,79.5,"2008-02-19T10:23:13.000"
118437,135671,18972,12925,1259,1876,1,427,64.05,"2008-02-19T02:32:03.000"
103471,118319,15995,1405,1488,1876,1,298,44.7,"2008-02-19T05:23:29.000"
118578,135817,27315,29381,2776,1876,2,210,31.5,"2008-02-19T07:10:26.000"
105290,120479,39747,23968,2649,1876,4,820,123,"2008-02-19T08:21:03.000"
119342,136638,33802,19962,64,1876,1,110,16.5,"2008-02-19T09:02:39.000"
109356,125237,47089,16844,3133,1876,1,119,17.85,"2008-02-19T04:52:06.000"
120538,138010,5215,12741,1434,1876,4,1204,180.6,"2008-02-19T12:20:34.000"
110987,127132,41806,4408,654,1876,2,456,68.4,"2008-02-19T10:56:53.000"
120539,138010,5215,13020,1434,1876,1,301,45.15,"2008-02-19T12:23:15.000"
111744,127989,18516,27247,4088,1876,2,578,86.7,"2008-02-19T12:59:52.000"
120867,138356,2846,6898,4379,1876,1,210,31.5,"2008-02-19T10:11:55.000"
113615,130121,49901,24698,2000,1876,4,1708,256.2,"2008-02-19T01:43:44.000"
121419,138994,44428,18641,3541,1876,2,318,47.7,"2008-02-19T03:19:20.000"
114497,131135,47467,8889,6823,1876,4,1328,199.2,"2008-02-19T10:48:40.000"
124198,142223,23439,27230,8659,1876,2,154,23.1,"2008-02-19T03:56:40.000"
117966,135107,6001,6159,8573,1876,1,458,68.7,"2008-02-19T09:39:30.000"
124431,142485,2500,10188,7980,1876,1,220,33,"2008-02-19T09:37:11.000"
119589,136934,49987,6627,7229,1876,2,52,7.8,"2008-02-19T05:56:33.000"
125051,143197,44003,17608,1015,1876,2,272,40.8,"2008-02-19T12:36:26.000"
119731,137088,41125,37129,2933,1876,2,858,128.7,"2008-02-19T10:12:27.000"
125275,143463,47915,32187,7271,1876,3,1347,202.05,"2008-02-19T05:20:41.000"
123107,140951,39803,22746,7076,1876,1,138,20.7,"2008-02-19T11:19:16.000"
137189,158473,27243,16096,3512,1876,1,380,57,"2008-02-19T04:00:58.000"
127406,145960,48068,13106,4554,1876,1,482,72.3,"2008-02-19T05:04:09.000"
137948,159354,25446,5121,7482,1876,3,1464,219.6,"2008-02-19T06:24:44.000"
130303,149383,29742,13911,6900,1876,1,493,73.95,"2008-02-19T07:16:18.000"
139716,161472,30258,5706,5680,1876,2,818,122.7,"2008-02-19T05:14:20.000"
130421,149527,20143,21365,6185,1876,2,894,134.1,"2008-02-19T09:41:01.000"
141886,164114,24786,4914,2103,1876,1,104,15.6,"2008-02-19T10:50:53.000"
133935,154754,30767,10667,5222,1876,4,776,116.4,"2008-02-19T03:49:29.000"
145233,168138,46453,5228,8278,1876,2,220,33,"2008-02-19T02:05:37.000"
137681,159019,49466,5258,3064,1876,1,101,15.15,"2008-02-19T01:40:56.000"
146255,169348,24338,23238,7815,1876,1,171,25.65,"2008-02-19T09:30:04.000"
139499,161193,34492,16129,1326,1876,2,290,43.5,"2008-02-19T12:37:39.000"
147209,170451,3035,14873,1839,1876,1,430,64.5,"2008-02-19T02:45:02.000"
143696,166342,40067,8483,1434,1876,2,464,69.6,"2008-02-19T09:11:06.000"
148219,171645,8550,34847,5571,1876,4,1312,196.8,"2008-02-19T09:59:53.000"
144212,166926,7309,19369,5703,1876,2,204,30.6,"2008-02-19T06:46:36.000"
150531,174236,29166,4907,5263,1876,3,1233,184.95,"2008-02-19T07:51:13.000"
144929,167764,14474,23586,1771,1876,1,183,27.45,"2008-02-19T08:34:12.000"
152250,176189,6580,3254,3512,1876,1,199,29.85,"2008-02-19T06:01:15.000"
147820,171138,41090,28765,1611,1876,1,442,66.3,"2008-02-19T02:34:38.000"
152610,176578,20871,25757,159,1876,1,157,23.55,"2008-02-19T01:18:43.000"
148398,171869,2329,37963,2029,1876,2,564,84.6,"2008-02-19T01:20:05.000"
153133,177246,18269,36714,7561,1876,2,134,20.1,"2008-02-19T10:56:59.000"
148596,172115,11369,131,3130,1876,2,870,130.5,"2008-02-19T05:11:22.000"
154255,178585,27388,20463,159,1876,2,880,132,"2008-02-19T07:40:27.000"
150509,174205,37301,2009,3785,1876,3,672,100.8,"2008-02-19T07:30:26.000"
157243,205988,1908,6817,7481,1876,1,1247,187.05,"2008-02-19T03:23:18.000"
150840,174576,12423,11835,3380,1876,1,26,3.9,"2008-02-19T01:35:05.000"
159529,210986,28819,26651,970,1876,4,2040,306,"2008-02-19T11:41:50.000"
153344,177489,25180,9518,8640,1876,4,924,138.6,"2008-02-19T03:25:03.000"
163150,217827,34355,9694,7005,1876,2,752,112.8,"2008-02-19T09:43:47.000"
154532,178940,41250,11479,4401,1876,1,86,12.9,"2008-02-19T12:38:46.000"
163434,218284,2133,6628,2978,1876,2,3480,522,"2008-02-19T03:00:25.000"
157205,205899,46881,19733,7672,1876,2,2212,331.8,"2008-02-19T02:49:05.000"
164646,220529,48544,30264,4398,1876,1,1809,271.35,"2008-02-19T01:42:16.000"
161228,214178,18943,4326,6055,1876,2,2912,436.8,"2008-02-19T08:18:22.000"
165997,223046,44329,40187,136,1876,1,1750,262.5,"2008-02-19T03:05:05.000"
161340,214367,26219,37762,7266,1876,2,3172,475.8,"2008-02-19T10:25:02.000"
167651,226314,19315,11241,2710,1876,4,3828,574.2,"2008-02-19T10:33:01.000"
162306,216249,15717,16950,795,1876,2,3512,526.8,"2008-02-19T05:14:30.000"
168486,227937,26861,34990,6305,1876,1,2042,306.3,"2008-02-19T04:01:23.000"
164810,220850,22092,17680,2662,1876,3,2910,436.5,"2008-02-19T04:44:52.000"
170130,231083,34730,3110,2241,1876,3,7341,1101.15,"2008-02-19T01:00:38.000"
169816,230489,34836,24286,6044,1876,4,8716,1307.4,"2008-02-19T06:56:04.000"
170203,231202,1699,522,1953,1876,2,4458,668.7,"2008-02-19T01:03:30.000"
169989,230809,44704,5391,181,1876,1,1971,295.65,"2008-02-19T09:59:13.000"
170870,232497,34727,25682,8718,1876,1,921,138.15,"2008-02-19T01:28:21.000"
3124,3341,48626,15317,4168,1876,2,456,68.4,"2008-02-19T03:45:29.000"
170890,232533,5101,30554,5812,1876,2,1126,168.9,"2008-02-19T01:29:04.000"
5373,5797,31274,15646,8130,1876,1,196,29.4,"2008-02-19T05:57:42.000"
5608,6059,4896,17815,5001,1876,2,200,30,"2008-02-19T01:58:24.000"
6725,7325,4264,3853,2209,1876,4,600,90,"2008-02-19T04:11:24.000"
7339,7937,11449,39679,3590,1876,1,212,31.8,"2008-02-19T11:41:56.000"
7656,8280,1705,8098,2887,1876,2,78,11.7,"2008-02-19T09:14:36.000"
8426,9057,3499,6256,3098,1876,2,76,11.4,"2008-02-19T07:46:48.000"
14249,15403,3764,4391,2535,1876,3,189,28.35,"2008-02-19T05:19:42.000"
17373,18833,33353,29075,3840,1876,2,308,46.2,"2008-02-19T11:57:50.000"
18877,20463,17424,18563,6045,1876,4,1000,150,"2008-02-19T04:31:44.000"
19009,20591,17361,33171,8072,1876,3,261,39.15,"2008-02-19T06:47:40.000"
19886,21521,30044,1282,5275,1876,1,208,31.2,"2008-02-19T11:31:50.000"
21317,23247,47083,24679,3508,1876,2,118,17.7,"2008-02-19T02:15:20.000"
27858,30408,10603,1998,6373,1876,2,424,63.6,"2008-02-19T06:20:31.000"
28599,31260,40055,8626,2868,1876,3,954,143.1,"2008-02-19T08:27:08.000"
29346,32158,18162,21785,1553,1876,1,237,35.55,"2008-02-19T10:46:52.000"
31210,34382,45847,14277,5453,1876,1,208,31.2,"2008-02-19T09:48:56.000"
32726,36167,32422,5683,7796,1876,3,567,85.05,"2008-02-19T02:34:34.000"
32969,36410,31630,14676,6636,1876,1,211,31.65,"2008-02-19T07:09:13.000"
34647,38388,22331,5819,297,1876,2,80,12,"2008-02-19T02:27:43.000"
35050,38854,20642,29995,4198,1876,2,318,47.7,"2008-02-19T09:53:35.000"
35208,39054,44814,8880,5353,1876,1,143,21.45,"2008-02-19T12:59:47.000"
37220,41464,12971,16214,4201,1876,2,458,68.7,"2008-02-19T05:00:38.000"
41903,46955,39830,3127,433,1876,1,188,28.2,"2008-02-19T10:53:40.000"
44985,50595,34857,10349,4105,1876,1,269,40.35,"2008-02-19T08:40:27.000"
46246,52060,17938,6266,3688,1876,1,82,12.3,"2008-02-19T09:13:14.000"
46320,52133,22502,14739,165,1876,2,428,64.2,"2008-02-19T10:45:53.000"
48256,54550,4124,5940,6341,1876,1,177,26.55,"2008-02-19T12:03:58.000"
52043,58737,45999,13072,2564,1876,3,909,136.35,"2008-02-19T12:01:51.000"
54630,61571,26309,25374,4509,1876,1,209,31.35,"2008-02-19T01:55:11.000"
62821,71226,25939,364,1577,1876,2,678,101.7,"2008-02-19T04:43:29.000"
66483,75427,39894,39026,6116,1876,1,241,36.15,"2008-02-19T07:00:51.000"
67188,76256,20877,5336,8329,1876,1,213,31.95,"2008-02-19T07:26:02.000"
67221,76292,32779,38941,8471,1876,2,448,67.2,"2008-02-19T07:27:44.000"
68041,77265,11319,32390,2984,1876,1,177,26.55,"2008-02-19T07:59:25.000"
68714,78140,40109,22277,1102,1876,1,322,48.3,"2008-02-19T08:22:46.000"
71298,81110,36629,1698,3527,1876,1,74,11.1,"2008-02-19T09:58:06.000"
73467,83824,46214,7986,4536,1876,2,696,104.4,"2008-02-19T11:19:31.000"
74252,84741,6209,4668,2909,1876,3,339,50.85,"2008-02-19T11:49:07.000"
75804,86576,34708,39933,5497,1876,4,160,24,"2008-02-19T12:47:53.000"
78785,89948,17784,26701,907,1876,1,301,45.15,"2008-02-19T02:08:16.000"
82088,93594,520,37629,2156,1876,1,322,48.3,"2008-02-19T06:55:49.000"
83960,95777,44750,16694,116,1876,3,1176,176.4,"2008-02-19T07:17:39.000"
86943,99266,2119,35103,7815,1876,3,750,112.5,"2008-02-19T06:43:19.000"
87479,99891,37342,18397,8659,1876,2,530,79.5,"2008-02-19T04:52:59.000"
88095,100608,40031,3623,8234,1876,1,156,23.4,"2008-02-19T04:32:47.000"
88455,101052,44155,2499,623,1876,2,874,131.1,"2008-02-19T10:50:17.000"
89105,101774,10883,16005,4889,1876,2,208,31.2,"2008-02-19T11:20:43.000"
90086,102827,25406,16054,4981,1876,2,72,10.8,"2008-02-19T05:42:40.000"
91232,104120,31219,12608,1219,1876,1,275,41.25,"2008-02-19T04:16:27.000"
91402,104316,39967,30311,213,1876,2,486,72.9,"2008-02-19T07:25:18.000"
92773,105905,19605,6452,3009,1876,2,144,21.6,"2008-02-19T09:20:05.000"
92868,105995,27651,3311,955,1876,2,318,47.7,"2008-02-19T11:10:32.000"
94287,107666,16464,523,890,1876,1,82,12.3,"2008-02-19T02:16:47.000"
97211,110965,47177,25842,7196,1876,2,634,95.1,"2008-02-19T02:45:08.000"
98068,112003,12122,27105,1606,1876,2,424,63.6,"2008-02-19T09:05:56.000"
98263,112271,15169,12805,754,1876,1,436,65.4,"2008-02-19T12:53:55.000"
99410,113654,41605,8559,5586,1876,1,203,30.45,"2008-02-19T01:17:47.000"
103272,118092,13729,2478,1638,1876,1,95,14.25,"2008-02-19T12:06:57.000"
103379,118220,14317,26003,6889,1876,1,140,21,"2008-02-19T03:10:28.000"
103715,118640,3746,31760,2197,1876,2,672,100.8,"2008-02-19T11:27:44.000"
111827,128102,42439,24522,6387,1876,2,64,9.6,"2008-02-19T06:40:12.000"
115939,132736,34518,24008,2690,1876,2,138,20.7,"2008-02-19T10:12:12.000"
116394,133303,33281,29068,4420,1876,4,1596,239.4,"2008-02-19T07:51:41.000"
116634,133564,42156,3132,731,1876,4,228,34.2,"2008-02-19T05:43:26.000"
117116,134105,46500,35513,3666,1876,1,108,16.2,"2008-02-19T12:54:50.000"
117426,134444,12744,21155,4829,1876,3,981,147.15,"2008-02-19T01:58:18.000"
118362,135580,24027,10328,5077,1876,6,2916,437.4,"2008-02-19T11:39:50.000"
118974,136262,784,20929,851,1876,1,78,11.7,"2008-02-19T08:23:19.000"
119071,136379,9813,16430,7182,1876,4,1204,180.6,"2008-02-19T12:05:07.000"
123474,141350,32649,18079,2932,1876,1,181,27.15,"2008-02-19T08:20:37.000"
123580,141483,30663,2339,3443,1876,2,318,47.7,"2008-02-19T11:07:12.000"
130996,150214,17463,12357,6206,1876,1,475,71.25,"2008-02-19T08:29:05.000"
132027,152464,23485,27934,1311,1876,1,82,12.3,"2008-02-19T04:10:02.000"
135346,156369,19822,7546,307,1876,1,96,14.4,"2008-02-19T06:33:50.000"
137253,158562,48448,17942,1660,1876,4,564,84.6,"2008-02-19T05:22:13.000"
137347,158653,39999,33958,3494,1876,2,978,146.7,"2008-02-19T06:51:21.000"
138566,160073,471,27144,3828,1876,3,873,130.95,"2008-02-19T06:26:31.000"
141480,163637,40886,1279,3184,1876,2,918,137.7,"2008-02-19T02:57:07.000"
144530,167314,4179,878,7462,1876,4,1872,280.8,"2008-02-19T01:15:01.000"
145305,168211,47437,16248,3062,1876,1,122,18.3,"2008-02-19T03:16:17.000"
145934,168969,11635,12749,4020,1876,1,351,52.65,"2008-02-19T03:37:10.000"
146368,169500,8352,22831,5157,1876,2,740,111,"2008-02-19T11:54:26.000"
146433,169562,32965,22414,2716,1876,3,951,142.65,"2008-02-19T01:07:19.000"
150981,174759,46605,4571,7420,1876,2,608,91.2,"2008-02-19T04:12:57.000"
151510,175412,48485,466,2680,1876,1,428,64.2,"2008-02-19T03:28:19.000"
153352,177503,45090,7308,7209,1876,2,736,110.4,"2008-02-19T03:31:48.000"
158099,207752,47978,10419,5383,1876,2,2142,321.3,"2008-02-19T07:37:00.000"
159328,210658,29045,23527,3304,1876,4,5684,852.6,"2008-02-19T07:14:56.000"
161743,215191,15094,253,116,1876,2,1324,198.6,"2008-02-19T06:42:30.000"
162352,216318,7285,18561,8221,1876,1,2272,340.8,"2008-02-19T06:12:04.000"
162370,216369,37292,4865,5930,1876,1,2251,337.65,"2008-02-19T06:29:43.000"
162684,216888,35936,24280,3834,1876,2,3584,537.6,"2008-02-19T01:05:20.000"
166717,224460,40629,5315,7513,1876,2,3198,479.7,"2008-02-19T05:19:04.000"
171629,234007,35173,1664,5264,1876,1,1330,199.5,"2008-02-19T01:56:21.000"
172051,234700,5257,15745,7580,1876,2,4232,634.8,"2008-02-19T02:12:16.000"
56,63,41815,23865,8260,1877,1,38,5.7,"2008-02-20T02:19:37.000"
8268,8888,35632,32593,7537,1877,4,324,48.6,"2008-02-20T03:45:18.000"
1812,1927,12869,2358,1729,1877,2,44,6.6,"2008-02-20T07:11:46.000"
8649,9334,35316,15518,3578,1877,3,390,58.5,"2008-02-20T02:30:15.000"
3974,4280,18174,28377,7330,1877,2,96,14.4,"2008-02-20T02:07:41.000"
13321,14399,34391,14326,3887,1877,1,158,23.7,"2008-02-20T09:17:24.000"
4172,4492,37239,1077,6551,1877,3,735,110.25,"2008-02-20T10:31:15.000"
17706,19223,18773,12464,5249,1877,4,968,145.2,"2008-02-20T05:47:35.000"
5345,5760,38795,14269,4223,1877,4,952,142.8,"2008-02-20T04:41:48.000"
18867,20452,43904,10719,3508,1877,1,240,36,"2008-02-20T04:21:50.000"
7406,8036,3521,8894,3211,1877,3,528,79.2,"2008-02-20T01:30:48.000"
19121,20695,33002,26339,6158,1877,1,50,7.5,"2008-02-20T08:51:45.000"
9279,10048,22957,19632,5674,1877,4,512,76.8,"2008-02-20T06:42:10.000"
20265,21959,9086,27048,1976,1877,1,49,7.35,"2008-02-20T06:25:41.000"
10897,11816,21031,22004,64,1877,2,348,52.2,"2008-02-20T12:04:58.000"
24186,26481,7299,23283,7773,1877,4,912,136.8,"2008-02-20T06:56:25.000"
12328,13307,7098,14149,4420,1877,2,218,32.7,"2008-02-20T10:19:12.000"
27544,30043,8192,12768,4691,1877,1,48,7.2,"2008-02-20T12:28:48.000"
13229,14292,2594,11188,8118,1877,3,585,87.75,"2008-02-20T06:53:47.000"
27698,30217,25847,13964,4018,1877,2,260,39,"2008-02-20T03:09:00.000"
13968,15128,12709,20822,5459,1877,3,291,43.65,"2008-02-20T11:11:46.000"
28739,31432,38401,25111,6132,1877,4,712,106.8,"2008-02-20T11:13:04.000"
16316,17650,15868,20346,5688,1877,2,354,53.1,"2008-02-20T02:09:16.000"
29264,32055,7953,4663,2656,1877,4,328,49.2,"2008-02-20T09:18:52.000"
18274,19791,10520,11322,68,1877,1,149,22.35,"2008-02-20T04:59:19.000"
31345,34561,3099,8476,1434,1877,3,960,144,"2008-02-20T12:41:33.000"
19282,20875,8825,5452,8365,1877,2,92,13.8,"2008-02-20T11:53:05.000"
31864,35198,45702,33910,6206,1877,1,146,21.9,"2008-02-20T10:29:03.000"
21302,23235,49293,1709,4740,1877,1,241,36.15,"2008-02-20T02:03:22.000"
32735,36177,18320,17789,3404,1877,1,329,49.35,"2008-02-20T02:46:15.000"
21539,23464,38654,21017,1513,1877,1,45,6.75,"2008-02-20T06:37:50.000"
35293,39171,5182,24804,1477,1877,3,753,112.95,"2008-02-20T02:37:58.000"
22015,23918,967,38561,42,1877,1,64,9.6,"2008-02-20T03:23:03.000"
40792,45625,11231,3102,2006,1877,4,1080,162,"2008-02-20T02:44:42.000"
23847,26085,14032,15348,920,1877,4,432,64.8,"2008-02-20T12:39:05.000"
42543,47704,28561,17256,6247,1877,4,1140,171,"2008-02-20T10:56:13.000"
25505,27907,41414,30205,1976,1877,4,268,40.2,"2008-02-20T08:21:12.000"
44240,49739,6772,111,2197,1877,4,1240,186,"2008-02-20T06:29:35.000"
26299,28708,21449,10868,3279,1877,2,112,16.8,"2008-02-20T11:56:36.000"
54022,60966,13325,20935,7977,1877,1,405,60.75,"2008-02-20T01:45:35.000"
27294,29759,4020,19437,633,1877,3,186,27.9,"2008-02-20T07:31:49.000"
55430,62543,20263,588,2792,1877,1,205,30.75,"2008-02-20T06:38:18.000"
28439,31050,30742,10892,6764,1877,3,333,49.95,"2008-02-20T05:02:57.000"
55785,62934,1390,14130,5078,1877,4,1752,262.8,"2008-02-20T01:50:47.000"
30361,33320,37280,6626,6212,1877,4,772,115.8,"2008-02-20T05:55:18.000"
56530,63852,42622,8311,96,1877,2,550,82.5,"2008-02-20T04:09:50.000"
32793,36230,45280,39039,654,1877,2,172,25.8,"2008-02-20T03:59:59.000"
56828,64212,28002,3405,3143,1877,1,77,11.55,"2008-02-20T10:05:10.000"
33969,37569,46762,683,1691,1877,4,292,43.8,"2008-02-20T01:17:36.000"
57656,65266,43741,40674,443,1877,1,23,3.45,"2008-02-20T01:26:46.000"
35862,39878,37655,13412,2638,1877,1,268,40.2,"2008-02-20T02:04:37.000"
58857,66593,28214,41364,3717,1877,1,30,4.5,"2008-02-20T02:11:19.000"
36304,40405,42513,16597,3340,1877,4,908,136.2,"2008-02-20T10:50:40.000"
59915,67836,26738,11587,4209,1877,2,366,54.9,"2008-02-20T02:50:46.000"
38106,42482,41768,9526,7580,1877,2,134,20.1,"2008-02-20T10:23:54.000"
61831,70068,40262,9899,4739,1877,2,474,71.1,"2008-02-20T04:05:49.000"
40589,45390,21085,12667,7256,1877,2,476,71.4,"2008-02-20T11:03:31.000"
66390,75308,11851,8400,314,1877,2,658,98.7,"2008-02-20T06:57:31.000"
42879,48138,47801,16393,6499,1877,1,231,34.65,"2008-02-20T05:22:22.000"
67168,76227,15821,2762,5984,1877,1,378,56.7,"2008-02-20T07:25:19.000"
44356,49863,44349,18180,3443,1877,1,241,36.15,"2008-02-20T08:47:52.000"
67371,76514,24370,4619,3201,1877,1,437,65.55,"2008-02-20T07:33:50.000"
44744,50337,28037,14840,6306,1877,1,193,28.95,"2008-02-20T03:54:17.000"
68547,77914,32821,18401,7973,1877,2,524,78.6,"2008-02-20T08:16:39.000"
44768,50365,4288,995,2502,1877,1,149,22.35,"2008-02-20T04:19:54.000"
68723,78152,25629,19113,8321,1877,4,692,103.8,"2008-02-20T08:23:13.000"
44826,50425,18140,5361,5789,1877,1,253,37.95,"2008-02-20T05:27:38.000"
69801,79379,18537,4335,504,1877,3,960,144,"2008-02-20T09:03:42.000"
46784,52687,29682,6872,2656,1877,1,300,45,"2008-02-20T08:10:49.000"
70715,80419,49467,16682,7334,1877,2,322,48.3,"2008-02-20T09:36:56.000"
52473,59207,45296,36244,509,1877,1,363,54.45,"2008-02-20T08:39:18.000"
72301,82426,23159,15160,1185,1877,1,323,48.45,"2008-02-20T10:35:58.000"
52593,59346,14044,6996,5800,1877,1,400,60,"2008-02-20T10:42:49.000"
74031,84494,28904,10306,7623,1877,2,910,136.5,"2008-02-20T11:40:04.000"
53069,59883,16251,10497,5783,1877,1,294,44.1,"2008-02-20T08:00:41.000"
75771,86523,17554,11765,1278,1877,2,234,35.1,"2008-02-20T12:46:29.000"
53450,60294,7564,24938,8494,1877,3,717,107.55,"2008-02-20T03:14:27.000"
79915,91260,37462,24229,7773,1877,2,298,44.7,"2008-02-20T11:31:04.000"
55062,62077,22740,30748,8643,1877,2,546,81.9,"2008-02-20T10:20:07.000"
79962,91316,22562,9865,2978,1877,2,226,33.9,"2008-02-20T12:31:27.000"
56508,63827,3859,19662,4553,1877,1,461,69.15,"2008-02-20T03:44:00.000"
80534,91952,665,15543,2618,1877,2,844,126.6,"2008-02-20T11:32:13.000"
62001,70274,9201,665,8295,1877,2,54,8.1,"2008-02-20T04:12:05.000"
82087,93594,520,38369,2156,1877,4,1288,193.2,"2008-02-20T06:55:41.000"
63318,71752,42196,33519,7839,1877,1,141,21.15,"2008-02-20T05:00:58.000"
83849,95620,46647,12069,1920,1877,1,416,62.4,"2008-02-20T05:00:27.000"
63790,72276,31560,41562,3158,1877,1,283,42.45,"2008-02-20T05:18:10.000"
84360,96244,16813,21303,6787,1877,1,64,9.6,"2008-02-20T03:56:36.000"
63856,72360,18192,39644,7839,1877,4,140,21,"2008-02-20T05:21:06.000"
86091,98290,21782,30898,722,1877,4,436,65.4,"2008-02-20T02:30:02.000"
66210,75143,10887,22602,4976,1877,1,267,40.05,"2008-02-20T06:51:10.000"
90190,102948,48752,15680,4730,1877,2,168,25.2,"2008-02-20T07:46:00.000"
69812,79387,33203,9527,444,1877,2,940,141,"2008-02-20T09:04:01.000"
90769,103627,39803,14977,3574,1877,1,268,40.2,"2008-02-20T07:35:20.000"
72606,82817,28628,28647,3161,1877,1,304,45.6,"2008-02-20T10:47:41.000"
91075,103930,18632,27887,530,1877,1,80,12,"2008-02-20T01:16:14.000"
74728,85308,6555,5721,8691,1877,4,376,56.4,"2008-02-20T12:08:28.000"
94564,107965,47688,6350,2871,1877,2,844,126.6,"2008-02-20T07:32:36.000"
77896,88952,30724,29441,3120,1877,1,442,66.3,"2008-02-20T09:32:26.000"
95454,108961,1024,21860,8196,1877,4,1432,214.8,"2008-02-20T01:30:56.000"
78230,89338,29859,16851,3033,1877,2,384,57.6,"2008-02-20T03:24:59.000"
101002,115496,13097,42226,8618,1877,2,510,76.5,"2008-02-20T02:39:41.000"
80342,91753,12748,18605,3315,1877,1,60,9,"2008-02-20T07:47:42.000"
102208,116895,4602,41464,2742,1877,1,343,51.45,"2008-02-20T08:15:20.000"
80866,92266,5486,3919,3674,1877,1,122,18.3,"2008-02-20T06:28:55.000"
107001,122437,49388,10431,2857,1877,4,268,40.2,"2008-02-20T11:33:46.000"
83816,95580,42725,16808,2103,1877,2,370,55.5,"2008-02-20T04:15:33.000"
107727,123295,12310,6358,8463,1877,2,110,16.5,"2008-02-20T01:48:43.000"
84132,95973,41107,9420,7578,1877,2,546,81.9,"2008-02-20T10:57:49.000"
109434,125321,17514,7571,5840,1877,2,494,74.1,"2008-02-20T08:23:06.000"
84424,96328,4013,34107,4719,1877,1,283,42.45,"2008-02-20T05:12:22.000"
109699,125619,36006,25563,4844,1877,4,1692,253.8,"2008-02-20T08:22:23.000"
86578,98847,37970,28463,6926,1877,1,37,5.55,"2008-02-20T12:01:08.000"
111401,127594,9841,5697,7583,1877,1,235,35.25,"2008-02-20T02:53:03.000"
90572,103396,25563,28049,5997,1877,3,780,117,"2008-02-20T03:41:08.000"
116891,133835,2826,14363,373,1877,1,141,21.15,"2008-02-20T04:29:33.000"
92258,105295,16453,14618,5495,1877,2,436,65.4,"2008-02-20T11:10:51.000"
116893,133840,11530,11313,2526,1877,2,488,73.2,"2008-02-20T04:32:41.000"
95477,108999,29980,396,5895,1877,1,232,34.8,"2008-02-20T01:59:31.000"
118148,135320,41802,12466,4020,1877,2,800,120,"2008-02-20T04:26:44.000"
96535,110202,38918,338,4747,1877,1,455,68.25,"2008-02-20T12:27:19.000"
118277,135476,37754,16729,8795,1877,4,1624,243.6,"2008-02-20T08:40:16.000"
101074,115585,957,27175,4509,1877,1,36,5.4,"2008-02-20T04:34:37.000"
118466,135694,42179,7746,6655,1877,2,438,65.7,"2008-02-20T03:17:10.000"
102030,116699,48025,16988,1488,1877,3,1197,179.55,"2008-02-20T04:07:01.000"
119243,136551,44650,12560,8396,1877,2,978,146.7,"2008-02-20T05:41:37.000"
102633,117421,26884,7975,1267,1877,2,62,9.3,"2008-02-20T08:01:27.000"
120488,137958,44359,35985,1466,1877,1,105,15.75,"2008-02-20T11:16:57.000"
103690,118612,6483,25347,7042,1877,1,481,72.15,"2008-02-20T10:53:55.000"
120986,138481,28025,27404,1291,1877,2,164,24.6,"2008-02-20T02:04:43.000"
105626,120885,247,28192,4278,1877,1,475,71.25,"2008-02-20T05:35:37.000"
124310,142341,4319,7463,4383,1877,4,924,138.6,"2008-02-20T06:21:14.000"
106153,121488,25719,15680,5593,1877,1,121,18.15,"2008-02-20T09:23:49.000"
125843,144066,3780,52,8467,1877,4,1160,174,"2008-02-20T06:38:23.000"
109417,125304,26300,7116,2051,1877,1,372,55.8,"2008-02-20T07:40:45.000"
128483,147286,40907,11504,1804,1877,1,76,11.4,"2008-02-20T05:10:35.000"
109491,125393,27935,40739,3494,1877,2,696,104.4,"2008-02-20T11:09:06.000"
129380,148375,44015,9136,4546,1877,2,158,23.7,"2008-02-20T11:45:36.000"
109572,125482,2272,7924,654,1877,2,638,95.7,"2008-02-20T02:44:52.000"
129805,148862,42705,2646,6005,1877,2,802,120.3,"2008-02-20T08:41:33.000"
111533,127747,1254,9656,3301,1877,1,38,5.7,"2008-02-20T11:56:50.000"
133634,154407,27048,8530,2857,1877,1,485,72.75,"2008-02-20T10:13:04.000"
114092,130686,25220,30843,1863,1877,2,470,70.5,"2008-02-20T02:49:32.000"
133872,154698,72,4090,2520,1877,1,245,36.75,"2008-02-20T02:41:08.000"
115489,132221,19182,42321,2819,1877,2,744,111.6,"2008-02-20T11:35:43.000"
137278,158594,14174,33474,2323,1877,1,127,19.05,"2008-02-20T05:44:39.000"
117086,134069,9016,30270,2932,1877,1,200,30,"2008-02-20T11:52:40.000"
146266,169361,31235,4103,8157,1877,2,908,136.2,"2008-02-20T09:43:03.000"
118188,135368,47799,5740,654,1877,2,860,129,"2008-02-20T05:52:09.000"
146267,169361,31235,4124,8157,1877,3,1362,204.3,"2008-02-20T09:45:38.000"
127832,146493,38394,11813,3947,1877,3,855,128.25,"2008-02-20T02:39:50.000"
153565,177771,7725,24940,3301,1877,2,534,80.1,"2008-02-20T07:10:20.000"
131861,152289,12543,39544,5447,1877,2,740,111,"2008-02-20T12:50:29.000"
153569,177773,3089,16352,5593,1877,4,1432,214.8,"2008-02-20T07:15:03.000"
133866,154693,177,16164,4224,1877,4,112,16.8,"2008-02-20T02:34:00.000"
154493,178903,28338,9178,1797,1877,1,309,46.35,"2008-02-20T11:52:00.000"
133873,154699,8424,9354,1605,1877,1,248,37.2,"2008-02-20T02:42:12.000"
158828,209199,10868,8150,1010,1877,2,4686,702.9,"2008-02-20T09:38:48.000"
